"requests","gzipRequests","postRequests","httpsRequests","notFound","timeToFirstByte","timeToLastByte","bodySize","contentLength","httpTrafficCompleted","ajaxRequests","htmlCount","htmlSize","cssCount","cssSize","jsCount","jsSize","jsonCount","jsonSize","imageCount","imageSize","webfontCount","webfontSize","base64Count","base64Size","otherCount","otherSize","cacheHits","cacheMisses","cachePasses","cachingNotSpecified","cachingTooShort","cachingDisabled","oldCachingHeaders","consoleMessages","domains","maxRequestsPerDomain","medianRequestsPerDomain","DOMqueries","DOMqueriesById","DOMqueriesByClassName","DOMqueriesByTagName","DOMqueriesByQuerySelectorAll","DOMinserts","DOMqueriesDuplicated","eventsBound","globalVariables","globalVariablesFalsy","headersCount","headersSentCount","headersRecvCount","headersSize","headersSentSize","headersRecvSize","headersBiggerThanContent","documentWriteCalls","evalCalls","jQueryOnDOMReadyFunctions","jQuerySizzleCalls","jsErrors","redirects","redirectsTime","assetsNotGzipped","assetsWithQueryString","smallImages","multipleRequests","timeToFirstCss","timeToFirstJs","timeToFirstImage","onDOMReadyTime","onDOMReadyTimeEnd","windowOnLoadTime","windowOnLoadTimeEnd","timeBackend","timeFrontend","windowAlerts","windowConfirms","windowPrompts","cookiesSent","cookiesRecv","domainsWithCookies","documentCookiesLength","documentCookiesCount","bodyHTMLSize","iframesCount","imagesWithoutDimensions","commentsSize","hiddenContentSize","whiteSpacesSize","DOMelementsCount","DOMelementMaxDepth","nodesWithInlineCSS","localStorageEntries","smallestResponse","biggestResponse","fastestResponse","slowestResponse","smallestLatency","biggestLatency","medianResponse","medianLatency"
28,2,0,0,0,685.4,693.2,114120.4,292709.4,2607.6,0,1,10059,2,95600,4,34646.2,0,0,21,152404.2,0,0,0,0,0,0,4,0,0,4,2,20,5,0,5,21,2,7,4,0,3,0,4,2,0,55,0,352,83,269,11669.8,2888,8781.8,2,0,0,0,0,0,0,0,5,3,1,0,755.2,963.4,1774.2,1062.4,1063.6,1949.6,1950.8,26,74,0,0,0,0,454.8,1,192.4,4,10876,0,16,53,61,4,198.2,10,0,0,35,95122,35.4,1035,34.2,886.4,339.3,295.9
