"requests","gzipRequests","postRequests","httpsRequests","notFound","timeToFirstByte","timeToLastByte","bodySize","contentLength","httpTrafficCompleted","ajaxRequests","htmlCount","htmlSize","cssCount","cssSize","jsCount","jsSize","jsonCount","jsonSize","imageCount","imageSize","webfontCount","webfontSize","base64Count","base64Size","otherCount","otherSize","cacheHits","cacheMisses","cachePasses","cachingNotSpecified","cachingTooShort","cachingDisabled","oldCachingHeaders","consoleMessages","domains","maxRequestsPerDomain","medianRequestsPerDomain","DOMqueries","DOMqueriesById","DOMqueriesByClassName","DOMqueriesByTagName","DOMqueriesByQuerySelectorAll","DOMinserts","DOMqueriesDuplicated","eventsBound","globalVariables","globalVariablesFalsy","headersCount","headersSentCount","headersRecvCount","headersSize","headersSentSize","headersRecvSize","headersBiggerThanContent","documentWriteCalls","evalCalls","jQueryOnDOMReadyFunctions","jQuerySizzleCalls","jsErrors","redirects","redirectsTime","assetsNotGzipped","assetsWithQueryString","smallImages","multipleRequests","timeToFirstCss","timeToFirstJs","timeToFirstImage","onDOMReadyTime","onDOMReadyTimeEnd","windowOnLoadTime","windowOnLoadTimeEnd","timeBackend","timeFrontend","windowAlerts","windowConfirms","windowPrompts","cookiesSent","cookiesRecv","domainsWithCookies","documentCookiesLength","documentCookiesCount","bodyHTMLSize","iframesCount","imagesWithoutDimensions","commentsSize","hiddenContentSize","whiteSpacesSize","DOMelementsCount","DOMelementMaxDepth","nodesWithInlineCSS","localStorageEntries","smallestResponse","biggestResponse","fastestResponse","slowestResponse","smallestLatency","biggestLatency","medianResponse","medianLatency"
28,2,0,0,0,330.8,338.8,104854.6,294681.4,2226.6,0,1,10059,2,95600,4,33724.8,0,0,21,155297.6,0,0,0,0,0,0,3.6,0.4,0,4,2,20,5,0,5,21,2,7,4,0,3,0,4,2,0,55,0,362.6,83,279.6,11827.6,2888,8939.6,2,0,0,0,0,0,0,0,5,3,1,0,402.2,776.6,1454.4,1045.6,1047,1738.6,1740.4,16,84,0,0,0,0,361.6,1,192.8,4,10838.8,0,16,53,61,4,198.2,10,0,0,35,95122,43.2,950,39.2,700.4,324.5,291.6
